Sentence,"Niveau 1 : 
Intention général ?","Niveau 2 : 
Quel objet médical ?","Niveau 3 : 
Présence de sentiment ?","Niveau 3 : 
Polarité ?",,
Il m'envoit dans un CHU chez l'un de ses confrères qui lui nous dirigeras vers les bon services,partage_experience,traitement,non,,,
"C'est très dur, je suis encore plus inquiète, que va t'il se passer ?",recherche_information,symptome,oui,negatif,,
"Il avait l'air très inquiet , il me rappell demain pour me donner le rdv au CHU car c'est lui même qui le prend pour que ca soit le plus rapide possible, la je me dit , c'est que ca craint vraiment .....",partage_experience,traitement,non,,,
"Effectivement, je comprends tes craintes.",partage_experience,symptome,non,,,
Il me semble avoir déja entendu parler ou lu sur internet d'appareillage pour enfant comme celui des adultes.,partage_experience,traitement,non,,,
ce n'est pas l'idéal car machine bruyante et masque pas toujours confortable d’après ce que m'a dit mon beau-père qui est appareillé.,partage_experience,traitement,non,,,
"Mais d’après lui, il gagne beaucoup en qualité de sommeil.",partage_experience,symptome,non,,,
J'espère que tu auras un rdv très rapidement.,fonction_phatique,,oui,positif,,
Rester dans l'incertitude est très difficile pour les parents...,partage_experience,symptome,oui,negatif,,
Je te souhaite beaucoup de courage et tiens moi au courant de l'avancée des rdv.,fonction_phatique,,oui,positif,,
"Bonjour,",fonction_phatique,,non,,,
Je porte un appareil depuis Mi Janvier 2015.,partage_experience,symptome,non,,,
J'ai effectuée les tests d'apnée du sommeil suite à un épuisement persistant.,partage_experience,traitement,oui,negatif,,
Les résultats ont révélé 17 apnée par heure.,partage_experience,symptome,non,,,
"Dès ma 3ème nuit avec l'appareil je me suis réellement sentie revivre, j'étais si fatiguée depuis tant d'année que je ne me souvenais pas m'être déjà sentie aussi bien, seulement....",partage_experience,traitement,oui,positif,,
"Les 3 premières semaines, j'étais en pleine forme mais depuis la fatigue est revenue, l'appareil n'a plus aucun effet sur ma fatigue.",partage_experience,traitement,non,,,
"Je recommence à me sentir mal, dépression, mauvaise humeur, plusieurs sieste par jour, ect.",partage_experience,symptome,oui,negatif,,
J'ai l'impression d'être revenue au point de départ.,partage_experience,symptome,non,,,
Cela vous est-il arrivé de rechuté?,recherche_information,symptome,non,,,
Est ce que ça va remonté?,recherche_information,symptome,non,,,
Au bout de combien de temps?,recherche_information,symptome,non,,,
Merci pour vos conseils.,fonction_phatique,,non,,,
"L'appareil ne s'est pas ""déréglé"" ?",recherche_information,traitement,non,,,
"Non je ne pense pas, une personne est venu faire un rélevé il y a 3 semaines.",partage_experience,traitement,non,,,
"Tout est très bien, les apnées ont même diminué, je suis à 0.3 par heure.",partage_experience,symptome,non,,,
Avez vous des visites de contrôles chez le spécialiste.,recherche_information,traitement,non,,,
Un réglage de l'appareil est peut-être nécessaire.,partage_experience,traitement,non,,,
"Mon mari est appareillé et à la dernière visite, le pneumologue a demander à réduire la puissance de l'appareil.",partage_experience,traitement,non,,,
"Les personnes qui font les relevés ne sont pas spécialistes du sommeil, elles reçoivent les instructions du spécialiste pour les réglages.",partage_experience,diagnostique,non,,,
Prenez un RV en emportant votre appareil.,partage_experience,diagnostique,non,,,
Bonjour je viens témoigner également :,fonction_phatique,,non,,,
"J'ai 37 ans et j'ai été diagnostiquée après de longues années de fatigue, manque de concentration ,tête qui tourne etc ...où l'on mettait en cause une dépression ...",partage_experience,symptome,oui,negatif,,
Je savais bien que ce n'était pas une dépression mais bon c'est difficile à expliquer ...,partage_experience,symptome,non,,,
C'est moi qui a parlé à mon médecin des apnées mais il pensait le contraire car je ne ronfle pas..,partage_experience,symptome,non,,,
bref il a bien voulu me faire une ordonnance pour aller voir un pneumologue .,partage_experience,traitement,non,,,
"Résultat 37/heure...je suis équipé d'une machine depuis le mois d'octobre, Durant les 15 premiers jours je me suis sentie revivre ,j'avais une pêche d'enfer plus la tête dans le pâté au réveil ,aucun manque de concentration je pensais être guéri..",partage_experience,traitement,oui,positif,,
Mais depuis La Fatigue Est revenu avec les problèmes de concentration et l'impression que ça tourne...,partage_experience,symptome,oui,negatif,,
Je voulais savoir si vous aviez trouvé une solution et si vous aviez recueilli des témoignages?,recherche_information,traitement,non,,,
Cordialement,fonction_phatique,,non,,,
Mon mari au début de l'utilisation avait atteint des sommets en apnées.,partage_experience,symptome,non,,,
"N'avez-vous pas revu le pneumologue depuis depuis octobre, il y a peut-être des réglages à faire sur la machine.",recherche_information,diagnostique,non,,,
Une petite visite chez le spécialiste serait utile pour faire un contrôle.,partage_experience,diagnostique,non,,,
Au début mon homme voyait la pneumo tous les 3 mois avec des ajustements à faire sur la machine.,partage_experience,traitement,non,,,
Salut.,fonction_phatique,,non,,,
"J'ai eu exactement le même problème, ça fait deux ans qu'on a diagnostiqué mon problème d'apnées du sommeil, mais ça ne s'améliorait pas vraiment, j'était toujours autant fatigué, je ne comprenais pas vraiment pourquoi.",partage_experience,symptome,oui,negatif,,
"Finalement, on m'a aussi diagnostiqué comme étant narcoleptique.",partage_experience,symptome,non,,,
C'est peut-être votre cas.,partage_experience,diagnostique,non,,,
Bonjour j'ai revu depuis mon pneumologue il m'a mis ma machine en pression fixe à 10 mais je ne vois toujours pas d'amélioration...,partage_experience,traitement,oui,negatif,,
Pourtant j'utilise la machine en moyenne sept heures par nuit.,partage_experience,traitement,non,,,
"Ce que j'ai du mal à comprendre c'est pourquoi durant les trois premières semaines le traitement a très bien marché, alors que depuis plus rien...",partage_experience,traitement,non,,,
Est-ce que c'est possible que la machine donne de bons résultats alors qu'en fait elle marche mal???,recherche_information,traitement,non,,,
Fatigue fatigue et toujours fatigué,partage_experience,symptome,oui,negatif,,
A-d,,,,,Initial,
Retourne voir la pneumo avec ton appareil ce n'est pas normal.,partage_experience,diagnostique,non,,,
Cela vient peut-être d'autre chose.,partage_experience,diagnostique,non,,,
Je dois le rappeler cette semaine ...,partage_experience,traitement,non,,,
Et votre mari depuis l'utilisation de la machine n'est plus du tout fatigué ?,recherche_information,traitement,non,,,
"Plus du tout, il revit.",partage_experience,symptome,oui,positif,,
Il voit la pneumo demain.,partage_experience,traitement,non,,,
"Il avait aussi d'autres pathologies qu'il a fallu soigner pour arriver au bon réglage, thyroïde, tension et un autre problème de potassium qui ne se fixait pas.",partage_experience,symptome,non,,,
"Bonsoir,",fonction_phatique,,non,,,
"Bon je ne veux pas faire peur, je sais que le titre doit faire paniquer",partage_experience,symptome,oui,positif,intéressant,
"Il y a 1 an environ j'avais passé des testes, 15 apnées, apparement c'est pas bien grave, enfin je crois",partage_experience,symptome,non,,,
"mais voila depuis 3 mois, je ne sais pas si c'est les apnées, je me reveille la nuit en me sentant hyper mal, mais je n'ai mal nulpart, je ne me reveille pas en sursaut non plus.",partage_experience,symptome,oui,negatif,,
"On m'a mis sous xanax, j'ai pas arreter de consulter des medecin, je suis retournéer voir le medecin qui m'avait fait passer le test des apnées, il m'a même pas proposé de faire un autre test, il m'a envoyé chez l'orl, qui m'a dit comme ça on peut rien, donc go faire un scanner, donc je fait un scanner des sinus mardi, car j'ai la paroie nasal incurvé",partage_experience,traitement,non,,,
"voila,",fonction_phatique,,non,,,
"j ai peur avant de me coucher en ce moment je crois que j'ai peur de faire des apnées et que ça ai empiré depuis et j'ai peur d'y rester j'en peux plus, je suis sans arret reveiller la nuit au moins une fois et il me faut 1 heure avant de me rendormir, je suis mort de trouille, j'ai deja appelé les secours",partage_experience,symptome,oui,negatif,,
A mon avis tu es avant tout très angoissé et contacter les secours pour cela est les déranger au détriment de personnes qui en ont vraiment besoin (risque vital).,partage_experience,diagnostique,non,,,
Tu devrais revoir ton généraliste ou ton ORL (quitte à en changer) pour lui expliquer que la situation dans laquelle tu es est très inconfortable et t'empêche de vivre et dormir correctement.,partage_experience,diagnostique,non,,,
"Par là même, consulter un psychothérapeute pourrait te faire du bien car tu sembles vraiment trop stressé pour continuer à rester dans cette situation.",partage_experience,diagnostique,non,,,
"Non, je ne pense pas que l'on puisse mourir de l'apnée du sommeil car une apnée trop importante (longue) déclenche des alarmes dnas le cerveau et lui commande de te réveiller pour que tu puisses penser à respirer au moins par la bouche.",partage_experience,diagnostique,non,,,
"Maintenant l'apnée fatigue le coeur et augmente de façon aussi important qu'artificielle la tension artérielle, et CA c'est dangereux.",partage_experience,diagnostique,oui,negatif,,
"A partir de 30 apnées / nuit, il est conseillé de se servir du ""souffleur"", cet appareil qui supprime l'apnée et déclenche de franches rogilades chez beaucoup de nouveaux utilisateurs",partage_experience,diagnostique,non,,,
Pas tout à fait mon commandant !!,fonction_phatique,,oui,positif,,
Il s'agit de micro-eveils qui ne reveillent pas et qui sont inconsients.,partage_experience,diagnostique,non,,,
Pendant l'apnée la respiration est bloquée aussi bien au niveau de la bouche que du nez puisque l'obstruction se situe au niveau du larynx en arrière de la langue.,partage_experience,diagnostique,non,,,
Le danger de mort n'est pas seulement pour l'apnéique puisqu'il commence à se dire qu'un tué sur trois sur la route serait du à un endormissement au volant et sans parler des blessés.,partage_experience,diagnostique,non,,,
C'est un véritable problème de santé publique qui n'est encore pas suffisament pris en compte.,partage_experience,diagnostique,non,,,
"D'autre part je n'avais pas connaissance que le fait d'etre appareillé pour ce syndrome puisse déclencher de la ""rigolade""",partage_experience,symptome,oui,positif,,
pas d'accord mon commandant..souffrez-vous apnée du sommeil?,recherche_information,symptome,non,,,
"..J'en doute, ou on vous à mal documenté!!!!!",partage_experience,traitement,oui,negatif,,
"Manque de bol pour ta réponse, j'en fait effectivement.",partage_experience,symptome,non,,,
Je parle donc de VECU.,partage_experience,symptome,non,,,
E j'ai répondu ce que j'ai répondu car cela m'a été dit par le pneumo et ma docteresse traitante.,partage_experience,traitement,non,,,
"Alors à moins de tomber sur 2 menteurs, j'aurai tendance à les croire.",partage_experience,traitement,non,,,
Je ne vois vraiment pas l'intérêt que j'aurai eu de venir ici raconter des conneries.,partage_experience,symptome,oui,negatif,,
"Pour ce qui est des micro-réveils, pour moi ils sont réels, je suis tout à fait conscient mais je me rendors sans problèmes.",partage_experience,symptome,non,,,
Maintenant je ne nie pas qu'il y a peut-être plusieurs apnées.,partage_experience,symptome,non,,,
"Quand on parle de la mort, le sujet sous-entend bien que c'est de celle de l'apnéiste dont on parle, pas celle d'éventuels dommages collatéraux dus à ce même apnéiste.",partage_experience,symptome,non,,,
"Bonjour,",fonction_phatique,,non,,,
Je suis appareillé d'une machine de VPPC depuis le mois de mai pour traiter des apnees du sommeil et ronflements importants.,partage_experience,traitement,non,,,
"Dans la nuit du 16 sept, j'ai fait un pneumothorax spontané droit complet.",partage_experience,symptome,non,,,
Impossible de connaitre la cause si ce n'est que j'etais fumeur.,partage_experience,symptome,non,,,
(Facteur favorisant),partage_experience,symptome,oui,,,
"Ma morphologie est l'inverse des cas habituels puisque je pese 85kg pr 1,65m et que le pneumothorax touche plutot des personnes grandes et longilignes.",partage_experience,symptome,non,,,
"La premiere question que je me suis pose et que j'ai donc pose aux medecins est ""la VPPC qui m'envoie de l'air en continu ne serait-elle pas une cause possible de ce pneumothorax?""",recherche_information,traitement,non,,,
Reponse de l'ensemble du corps medical dont le pneumologie et l'orl qui m'a appareillé : non.,partage_experience,traitement,oui,negatif,,
Depuis je suis en semi depression car j'ai peur de la recidive.,partage_experience,symptome,oui,negatif,,
Et ne connaissant pas la cause je ne peux pas faire en sorte de reduire les chances de recidive (si ce n'est arreter de fumer ce que j'ai fait),partage_experience,symptome,non,,,
"Hier, quelle ne fut pas ma surprise lorsque j'ai vu sur wikipedia que l'un des effets secondaires de la VPPC est le pneumothorax!!!",partage_experience,traitement,oui,positif,????,
"Du coup j'ai lancé une petite recherche sur google et là, stupefaction, cet effet secondaire est mentionné sur plusieurs sites parlant de PPC dont le site d'un orl!!!!",partage_experience,traitement,oui,positif,,
Alors je sais que sur internet on peut lire tout et n'importe quoi toutefois la coincidence est plus que troublante...,partage_experience,traitement,non,,,
Inquietante meme.,partage_experience,symptome,oui,negatif,,
"Je suis donc à la recherche de témoignages, retours d'experience de quelqu'un qui aurait vécu le meme genre d'experience.",recherche_information,symptome,non,,,
Ou encore si un medecin qui a deja vu ce cas?,recherche_information,traitement,non,,,
Ou qui s'y connait bien en la matière...,recherche_information,traitement,non,,,
Merci par avance cela m'aidera grandement à aller mieux.,fonction_phatique,,oui,positif,,
J'ai touve une étude suisse qui dit qu'ils n'en ont pas observe mais il y a effectivement beaucoup de site qui le citent comme effet secondaire...,partage_experience,symptome,non,,,
Curieux...,partage_experience,symptome,oui,positif,,
Moi en plus de 4 ans je n'ai jamais eu de soucis et je n'en avais jamais entendu parler...,partage_experience,symptome,non,,,
Il faudra que je demande à mon médecin du sommeil...,partage_experience,traitement,non,,,
"Willy, le pneumothorax apparait comme une contre-indication chez certains fabricants pour les personnes l'ayant déjà eu mais pas chez les autres.",partage_experience,diagnostique,non,,,
"Aussi, fréquentant beaucoup les sites de PPC aux USA, c'est un sujet très peu rapporté.",partage_experience,diagnostique,non,,,
Quelle type de machine a tu CPAP/APAP/BiPAP et quelles sont tes pressions ?,recherche_information,traitement,non,,,
@Franchy78 : merci beaucoup pour ces infos :),fonction_phatique,,oui,positif,,
@Phil751 : j'ai une resmed S9 autoset EPR.,partage_experience,traitement,non,,,
Pressions : p6P16,partage_experience,traitement,non,,,
Je pense que c'est CPAP mais je m'y connais pas trop.,partage_experience,traitement,non,,,
ce que je peux te dire c que j'ai une rampe de 30mn pr m'endormir pdt laquelle la pression est geree en fonction de mes inspirations.,partage_experience,traitement,non,,,
J'espere que j'ai bien repondu!!,fonction_phatique,,non,,,
"Si j'ai bien compris : selon les fabricants, la machine ne causerait pas de pneumothorax mais pourrait provoquer une recidive pour une personne qui en a deja fait un?",recherche_information,traitement,non,,,
Donc tu a une APAP réglée de 6 a 16.,partage_experience,diagnostique,non,,,
"Non, les fabricants ""contre-indiquent "" la PPC a ceux qui l'ont déjà eu.",partage_experience,diagnostique,non,,,
De fait c'est une décision médicale qui doit être prise par le médecin prescripteur qui doit décider si le traitement est interrompu ou pas.,partage_experience,diagnostique,non,,,
"Bonjour à tous,",fonction_phatique,,non,,,
"Je viens poster ici car depuis 5 ans environ, de temps en temps, lorsque je dors, j'ai l'impression que mon coeur ou ma respiration s'arrête.",partage_experience,symptome,non,,,
Je m'explique.,partage_experience,symptome,non,,,
Je suis en train de dormir mais à un moment je commence à me réveiller et je me rends compte qu'il y a un truc qui va pas...,partage_experience,symptome,oui,negatif,,
et je mets du temps à réaliser que c'est mon coeur ou ma respiration qui est arrêté.,partage_experience,symptome,non,,,
"Et le problème c'est que je suis tellement fatiguée que je mets parfois un moment avant d'avoir le reflex de ""reprendre"" ma respiration (il me faut une tres tres grande inspiration) comme si je restais sous l'eau pendant très longtemps.",partage_experience,symptome,oui,negatif,,
Je sais pas si je suis très claire...,partage_experience,symptome,non,,,
"Enfin bref, j'en ai parlé au médecin en meme temps que j'y allais pour mes vaccins et il a émit l'hypothèse d'apnée du sommeil.",partage_experience,traitement,non,,,
"Mais il ne me prenait pas vraiment au sérieux car je n'ai que 24 ans, que je suis svelte et non fumeuse...",partage_experience,symptome,non,,,
"Il a fini par me faire une lettre à donner au pneumologue car j'ai un peu les nerfs qui ont lâché devant lui (la honte...), car je suis vraiment très fatiguée, je dors très mal (je suis insomniaque), n'arrive pas à dormir plus de 3h d'affilées mais pour lui c'est du à mon stress...",partage_experience,symptome,oui,negatif,,
Bref je sais plus quoi penser...,fonction_phatique,,non,,,
Pas envie d'aller chez le pneumologue pour me ridiculiser !,partage_experience,traitement,oui,negatif,,
Est-ce vraiment si rare que ça des cas d'apnée du sommeil chez les jeunes ?,recherche_information,symptome,non,,,
"je comprends tout à fait et moi je pense que c'est des panées du sommeil , je suis dans le meme cas et j'ai 22 ans mais cette nuit encore je me suis reveillée en reprenant mon souffle comme si je ne respirais plus.",partage_experience,symptome,non,,,
je revais carrément que je m'étouffais donc je suppose qu'à ce moment bah je ne respirais plus!,partage_experience,symptome,oui,negatif,,
c'est vraiment dur ca me fait peur alors quand je me reveille pour respirer je n'arrive plus à dormir parce que j'ai peur d'étouffer encore ..,partage_experience,symptome,oui,negatif,,
toute la jouirnée je suis fatiguée et déprimée a cause de ca et chaque soir j'ai peur de dormir .,partage_experience,symptome,oui,negatif,,
Bonjour à tous,fonction_phatique,,non,,,
"Voilà en gros mon problème : depuis 20 joursje suis appareillée pour apnées du sommeil, donc je dors avec PPC et masque nasal.",partage_experience,traitement,non,,,
l' adaptation serait assez facile s'il ne persistait pas cette sècheresse de la bouche.,partage_experience,symptome,non,,,
"j'ai essayé 2 sortes de masques FACIAl mais même avec ceux là j'ai la bouche déssèchée, et c'est pas facile de boire ainsi arnachée, alors en désespoir j'ai repris le masque nasal.",partage_experience,traitement,non,,,
Même sur le forum de la FFAAIR je n'arrive pas à avoir de solution à ce problème,partage_experience,traitement,non,,,
"Là c'est infernal, je suis épuisée de chez épuisée.",partage_experience,symptome,oui,negatif,,
"la PPC est déjà difficile à accepter physiquement, et moralement n'en parlons pas.",partage_experience,traitement,oui,negatif,,
j'ai du m'arrèter de travailler (retraitée en activité 2 jours/semaine) je n'en peux plus,partage_experience,traitement,oui,negatif,interessant,
AIDEZ MOI VITE,fonction_phatique,,oui,negatif,,
As tu essayé avec l'ajout d'un humidificateur sur la PPC?,recherche_information,traitement,non,,,
"bonjour,j'ai eu ce problème moi aussi en début de traitement.tu dois ouvrir la bouche en dormant, voilà pourquoi tu as la bouche sèche.le technicien m'a donné une sorte de masque qui se met au menton et que tu accroches sur la tete grace à une bande velcro.c'est très efficace.si tu veux boire avec ton masque, tu as la possibilité de le faire avec un gobelet avec une pipette, ça se vend en grande surface.voilà si cela peut te rendre service",partage_experience,traitement,non,,,
Bonjour à tous.,fonction_phatique,,non,,,
"Je porte une orthese depuis maintenant 3 mois, elle a été efficace des le premier jour.",partage_experience,traitement,non,,,
"Plus de réveille dans le nuit, plus de ronflement et des journées en forme.",partage_experience,symptome,oui,positif,,
"Sauf que depuis 4/5 jours, je recommence à me réveiller la nuit avec du mal à me rendormir et je recommence à ronfler..",partage_experience,symptome,non,,,
☹️ qui a déjà été dans ce cas?,recherche_information,symptome,non,,,
J'en suis à 2mm de propulsion depuis le début.,partage_experience,symptome,non,,,
J'ai moi aussi une OAM mais j'ai diminué la propulsion à cause de la pression sur les dents.,partage_experience,symptome,non,,,
2 mm de propulsion ne me semble pas énorme.,partage_experience,symptome,non,,,
Peut être faudrait il contacter le dentiste spécialiste de l'orthèse afin de voir avec lui ?,recherche_information,traitement,non,,,
Bonsoir,fonction_phatique,,non,,,
je porte depuis 2 mois un masque relié à appareil qui souffle de l'air pour m'empêcher de faire une apnée pendant mon sommeil.,partage_experience,traitement,non,,,
"je 45 apnées par heure, je n'en fait plus que 4!",partage_experience,symptome,oui,positif,,
"contrairement à ce que je croyais, cet appareil est très faicle à supporter et en fait, il ne gêne absolument pas durant la nuit.",partage_experience,traitement,non,,,
"bien qu'il y ai une nette amélioration de mes nuits et aussi de mes journées où je me sens moins fatigué, il y a une question que j'aimerais poser à ceux qui utilise ce genre de masque.",partage_experience,traitement,oui,positif,,
"Je ressent depuis une dizaine de jours, une gêne sur la poitrine, comme si mes poumons étaient fatigué de ce traitement de forcing...",partage_experience,symptome,oui,negatif,,
le technicien me dit que les poumons peuvent suppporter 100 fois la pression affichée.,partage_experience,diagnostique,non,,,
"ok, mais mais cette oppression que je ressens , peut elle venir de cet appareil?",recherche_information,traitement,non,,,
"à moins qu'à 60ans je sois trop vieux et qu'avec ou sans appareil, je suis bon à jeter à la poubelle.",partage_experience,symptome,non,,,
"Merci de me faire part de votre experience et de me dire si vous aussi vous ressentez une gêne plus ou moins forte, durant la journée, au niveau des poumons.",recherche_information,symptome,non,,,
Cordialement,fonction_phatique,,non,,,
R.,,,,,,
"Honnêtement, je ne pense pas.",partage_experience,diagnostique,non,,,
Des états anxieux génèrent souvent ce genre de problème.,partage_experience,diagnostique,non,,,
"Si ce n'est pas le cas pour toi, un avis médical s'impose.",partage_experience,diagnostique,non,,,
"Bonjour,",fonction_phatique,,non,,,
Puis-vous demander si votre masque est Nasale ou Facial ?,recherche_information,traitement,non,,,
"Mon mari viends d'avoir sa machine (il faisait 90 fois de l'heure entre 20 et 40 secondes) et il a eu un masque Nasale, il a detester sa premiere nuit...",partage_experience,traitement,oui,negatif,,
"Merci,",fonction_phatique,,non,,,
G.,,,,,,
Bonsoir,fonction_phatique,,non,,,
je suis plus agé que vous et je dors avec un masque.,partage_experience,symptome,non,,,
"Mes poumons me faisaient mal , le coeur aussi .je voulais abandonner .",partage_experience,symptome,oui,negatif,,
J' ai déréglé ma machine et j' ai fait moi même mes réglagesque j' ai en quelque sorte imposé à mon nouveau médecin.,partage_experience,traitement,non,,,
"Le problème de mes apnées: j' avais le nez bouché, alors je le débouche tous les soirs et maintenant tout va bien.",partage_experience,symptome,oui,positif,,
"je porte le masque 5 heures durant, d' une seule traite.",partage_experience,traitement,non,,,
tout va bien,partage_experience,symptome,oui,positif,,
Il n'y a pas de paramètres de fréquence sur les CPAP.,partage_experience,diagnostique,non,,,
"L'appareil que vous utilisez actuellement est probablement une ventilation (VNI), ce qui est totalement différent puisque ce type d'appareil sert à vous aider à éliminer le CO² présent dans le sang.",partage_experience,diagnostique,non,,,
"Et dans ce cas, modifier les réglages peut même s'avérer dangereux.",partage_experience,diagnostique,oui,negatif,,
appareil goodnight 425 ST CPAP,partage_experience,traitement,non,,,
mes réglages ont été vus par mon pneumologue,partage_experience,traitement,non,,,
"bonjour,",fonction_phatique,,non,,,
"depuis 1 mois maintenant, je me réveille entre 2h et 4h du mat après m'être couchée entre 22h et 23h.",partage_experience,symptome,non,,,
"à chaque réveille (fin de rêve profond), je m'apperçois que je suis en sueur (peau mouillée), corp très chaud.",partage_experience,symptome,non,,,
"je n'ai pas pris ma température car j'ai aps de thermo, mais je pense que j'ai de la fièvre à ce moment là.",partage_experience,symptome,non,,,
"je ne suis pas étoufée par contre, ni n'ai aucun rythme cardiaque accéléré (en tout cas pas l'impression).",partage_experience,symptome,non,,,
est-ce une apnée du sommeil ?,recherche_information,symptome,non,,,
"si oui, je voudrais savoir si elle peut conduire à une sciatique car peu de temps après chaque réveil, j'ai une jambe qui est très très douloureuse de la fesse, en passant par la cuisse, le derriere du mollet et s'arrête juste avant le pied.",recherche_information,symptome,non,,,
je n'arrive pas à trouver la cause de ce mal soudain après mon réveil alors que je suis allongée et bien confortablement.,partage_experience,symptome,non,,,
"quelqu'un a-t-il une idée, une piste ou un truc semblable que moi ?",recherche_information,symptome,non,,,
Je vais apporter mon témoignage.,partage_experience,symptome,non,,,
"Avant d'être diagnostiqué, je me levais, le matin, toujours très fatigué et pendant toute une semaine, j'étais plié en deux, ne pouvant pas me redresser, j'avais 48 ans et il me semblait que j'avais le double de mon âge.",partage_experience,symptome,oui,negatif,,
"Ce qui m'avait amené à consulter mon généraliste, une fois ma semaine de travail terminée.",partage_experience,traitement,non,,,
J'avais 20 de tension et m'avait interdit de reprendre mon travail.,partage_experience,symptome,non,,,
"Il m'avait fait faire une batterie d'examens et, finalement, c'est à l'hôpital cardiologique que la cardiologue m'a aiguillé sur un autre hôpital pour faire l'analyse du sommeil.",partage_experience,traitement,non,,,
Diagnostic: 80 apnées/heure.,partage_experience,symptome,non,,,
"C'était avant, presque 20 ans et depuis, je dors régulièrement avec la machine, je suis tout neuf.",partage_experience,symptome,oui,positif,,
Je ne me séparerai jamais de ma petite chérie.,partage_experience,traitement,oui,positif,haha,
"Effectivement, les personnes ne pensent pas toujours à se faire contrôler pour l'apnée, malheureusement tout le monde peut être concerné, en surpoids ou non et lors de la mise en place du protocole avec la machine beaucoup de personnes se sentent mieux.",partage_experience,symptome,non,,,
"Cela est mon cas, j'espère tout de même lorsque j'aurai atteint mon objectif de santé pouvoir m'en séparer mais pour le moment cela n'est pas possible de fermer l'oeil sans la machine...",partage_experience,symptome,oui,negatif,,
Bonne année à tous,fonction_phatique,,non,,,
Bonjour et bonne année.,fonction_phatique,,non,,,
Je ne voudrais pas vous décevoir mais lorsque j'avais posé la question: Combien de temps vais-je garder cette machine?,recherche_information,traitement,non,,,
le personnel de l'hôpital m'a clairement répondu que ce serait à vie.,partage_experience,traitement,non,,,
Se sont-ils trompés?,recherche_information,traitement,non,,,
"Je l'ignore, renseignez-vous.",partage_experience,diagnostique,non,,,
Bonjour,fonction_phatique,,non,,,
On m'a diagnostiqué une apnée centrale du sommeil sévère et on m'a prescrit une assistance respiratoire la nuit.,partage_experience,traitement,non,,,
J'ai 24 ans.,partage_experience,symptome,non,,,
on ne m'a quasiment pas donné d'explications.,partage_experience,traitement,non,,,
Peut-on guérir de ce trouble ou non?,recherche_information,symptome,non,,,
Merci d'avance,fonction_phatique,,non,,,
On n'en guérit pas non mais l'appareillage te permettra d'être correctement traité et d'avoir un sommeil de bonne qualité.,partage_experience,diagnostique,non,,,
Merci!,fonction_phatique,,non,,,
Je dors très bien.,partage_experience,symptome,non,,,
"Si je ne me soigne pas, quel est le risque?",recherche_information,symptome,non,,,
"A moyen terme risque d'AVC, d'infarctus du myocarde, d'hypertension, de diabète, d'accident de la circulation (somnolence au volant)..",partage_experience,diagnostique,non,,,
111,,,,,,
"Bonjour,",fonction_phatique,,non,,,
Ce message pour vous parler de troubles du sommeil qui me gachent un peu la vie depuis environ deux ans (j'en ai aujourd'hui 24).,partage_experience,symptome,oui,negatif,,
Le problème est apparu assez rapidement mais c'est depuis la même chose toutes les nuits et tous les matins.,partage_experience,symptome,non,,,
Mes symptômes sont les suivants:,partage_experience,symptome,non,,,
"- Très grande difficulté à me réveiller le matin (environ une heure/une heure trente avant d' ""émerger"" ).",partage_experience,symptome,non,,,
"Mon réveil sonne, mais je suis tellement ""exténuée"" qu'il me semble impossible de me réveiller complètement.",partage_experience,symptome,oui,negatif,,
"La sonnerie du réveil est une torture et les 2-3h après m'être levée son peu productives tant je somnole (yeux rouges et vitreux, bâillements répétés même au travail).",partage_experience,symptome,non,,,
"Aussi, si je ne mettais pas de réveil, je pourrais dormir jusqu'à 14-15h avant de me réveiller ""naturellement"".",partage_experience,symptome,non,,,
"- Fatigue importante toute la journée (tous les jours, yeux qui piquent, assoupissements...).",partage_experience,symptome,oui,negatif,,
Sachant que je dors entre 8 à 10h par nuit (et me couche en général vers 22-23h).,partage_experience,symptome,non,,,
"En revanche, mon compagnon n'a pas noté de coupure de respiration particulière, juste quelques ronflements légers, très rarement.",partage_experience,symptome,non,,,
Ce sont également les symptômes suivant qui m'ont fait penser à un potentiel problème d'ADS:,partage_experience,symptome,non,,,
- Réveils nocturnes fréquents,partage_experience,symptome,non,,,
- Changements (très) fréquents de position,partage_experience,symptome,non,,,
"- Fatigue et maux de tête au réveil (tête ""lourde"" )",partage_experience,symptome,non,,,
- Sueurs nocturnes,partage_experience,symptome,non,,,
"J'aimerais avoir votre avis, j'en ai discuté à mon médecin qui m'avait dit ne pas trop voir d'ou ça pourrait venir et que je devrais éventuellement tester ma thyroïde.",partage_experience,traitement,non,,,
Pourrais-ce être de l'apnée du sommeil?,recherche_information,symptome,non,,,
D'autres troubles?,recherche_information,symptome,non,,,
Merci à vous!,fonction_phatique,,non,,,
"Bonjour latebirdy,d'après vos symptômes je pencherai plutôt vers l'hypersomnie.Mais il ne faut pas ignorer un éventuel problème de thyroïde(une simple prise de sang suffit) et également effectuer une polysomnographie.Prenez-vous des médicaments style AD?",recherche_information,diagnostique,non,,,
A votre disposition si vous le désirez petit oiseau qui se lève tard: [:juljia:1] j'espère pour vous que vous serez,fonction_phatique,,oui,positif,hahaha,
Hello as tu déjà consulté un ophtalmologue ?,recherche_information,traitement,non,,,
"Moi aussi j'ai de très grande fatigue toute la journée , je peine à dormir et jentend jamais mes réveilles.",partage_experience,symptome,non,,,
..,,,,,,
